iter	Logloss
1511	0.5370340268
1512	0.5370114821
1513	0.5369890164
1514	0.5369684412
1515	0.5369453771
1516	0.5369257777
1517	0.5369076488
1518	0.5368890234
1519	0.5368611743
1520	0.5368402377
1521	0.5368164539
1522	0.5368014166
1523	0.5367839318
1524	0.5367623214
1525	0.5367402305
1526	0.5367076421
1527	0.5366872835
1528	0.5366711951
1529	0.5366485131
1530	0.5366299141
1531	0.5366070663
1532	0.5365850603
1533	0.5365674794
1534	0.5365491372
1535	0.5365326915
1536	0.5365061122
1537	0.5364850789
1538	0.5364640819
1539	0.5364404706
1540	0.5364205774
1541	0.5364013025
1542	0.5363828475
1543	0.5363582924
1544	0.5363404081
1545	0.5363206816
1546	0.5362982098
1547	0.5362725776
1548	0.5362539433
1549	0.5362308668
1550	0.5362088336
1551	0.5361891655
1552	0.5361696781
1553	0.5361544769
1554	0.5361336204
1555	0.5361106889
1556	0.5360911181
1557	0.5360643829
1558	0.5360463019
1559	0.5360285444
1560	0.5360029698
1561	0.5359732477
1562	0.5359461219
1563	0.5359187061
1564	0.5358993528
1565	0.5358815987
1566	0.5358623755
1567	0.5358449603
1568	0.5358253867
1569	0.5358081546
1570	0.535787985
1571	0.5357703118
1572	0.5357522233
1573	0.5357352062
1574	0.5357136514
1575	0.5356935613
1576	0.5356757492
1577	0.5356532988
1578	0.5356322651
1579	0.5356150588
1580	0.5355929431
1581	0.5355727654
1582	0.5355501191
1583	0.5355302294
1584	0.535507426
1585	0.5354817617
1586	0.5354633332
1587	0.5354445506
1588	0.5354199728
1589	0.5354113216
1590	0.5353855695
1591	0.5353674388
1592	0.5353422819
1593	0.5353226133
1594	0.5353074631
1595	0.5352850283
1596	0.5352673838
1597	0.5352470161
1598	0.5352291538
1599	0.5352112169
1600	0.535194647
1601	0.535173909
1602	0.5351505599
1603	0.5351310584
1604	0.5351126422
1605	0.5350923784
1606	0.5350712086
1607	0.5350527102
1608	0.5350323546
1609	0.5350119616
1610	0.5349928417
1611	0.5349737205
1612	0.5349582599
1613	0.5349378324
1614	0.5349168846
1615	0.5349028813
1616	0.5348828537
1617	0.5348620169
1618	0.5348427345
1619	0.5348220366
1620	0.5347981821
1621	0.5347780377
1622	0.5347490807
1623	0.534729301
1624	0.5347052261
1625	0.5346868555
1626	0.5346660036
1627	0.5346433846
1628	0.5346238469
1629	0.5346045592
1630	0.5345826719
1631	0.5345650006
1632	0.53454645
1633	0.5345228213
1634	0.5345013232
1635	0.5344803901
1636	0.5344579625
1637	0.5344342093
1638	0.5344065148
1639	0.5343901583
1640	0.5343670117
1641	0.534337085
1642	0.5343163855
1643	0.5342952892
1644	0.5342776952
1645	0.5342533873
1646	0.5342334347
1647	0.5342128881
1648	0.5341912944
1649	0.5341709932
1650	0.5341507755
1651	0.5341311711
1652	0.5341102329
1653	0.5340859256
1654	0.5340666686
1655	0.5340547744
1656	0.5340342666
1657	0.5340150588
1658	0.5339927213
1659	0.5339714891
1660	0.5339511229
1661	0.5339307043
1662	0.5339051536
1663	0.5338824412
1664	0.5338645194
1665	0.5338502377
1666	0.5338358492
1667	0.5338131468
1668	0.5337951478
1669	0.5337786016
1670	0.5337561565
1671	0.5337363854
1672	0.5337163191
1673	0.5336957573
1674	0.5336795599
1675	0.5336574525
1676	0.5336353868
1677	0.5336164781
1678	0.5335876984
1679	0.5335682174
1680	0.5335496399
1681	0.5335322642
1682	0.5335062889
1683	0.5334887653
1684	0.533468516
1685	0.5334512847
1686	0.5334316679
1687	0.5334142592
1688	0.533396658
1689	0.533375439
1690	0.5333556245
1691	0.5333387746
1692	0.5333203916
1693	0.5332978805
1694	0.5332805539
1695	0.5332617005
1696	0.5332411809
1697	0.5332152126
1698	0.5332019062
1699	0.5331850624
1700	0.5331640373
1701	0.5331406437
1702	0.5331194061
1703	0.5330950023
1704	0.5330781461
1705	0.5330584966
1706	0.5330407648
1707	0.5330230934
1708	0.5330031789
1709	0.5329838406
1710	0.5329647868
1711	0.532944286
1712	0.5329206657
1713	0.5328916399
1714	0.5328729636
1715	0.5328567477
1716	0.5328398507
1717	0.532822054
1718	0.5328065768
1719	0.5327851943
1720	0.5327626252
1721	0.5327413319
1722	0.5327223348
1723	0.5327007855
1724	0.5326781197
1725	0.532662433
1726	0.5326444441
1727	0.5326229199
1728	0.5326023684
1729	0.5325771058
1730	0.5325575523
1731	0.5325402064
1732	0.5325159056
1733	0.532493176
1734	0.5324686155
1735	0.5324522924
1736	0.5324352593
1737	0.5324135065
1738	0.5323986995
1739	0.5323791272
1740	0.5323612212
1741	0.5323447969
1742	0.532324732
1743	0.5323035676
1744	0.5322838907
1745	0.5322557017
1746	0.5322363066
1747	0.5322143471
1748	0.5321930117
1749	0.5321726654
1750	0.532153434
1751	0.5321316577
1752	0.5321064523
1753	0.5320855127
1754	0.5320631939
1755	0.5320443494
1756	0.5320300933
1757	0.5320094462
1758	0.5319844885
1759	0.5319617872
1760	0.5319364605
1761	0.5319191193
1762	0.5319007642
1763	0.5318788519
1764	0.5318627285
1765	0.5318438063
1766	0.53182237
1767	0.5318052952
1768	0.5317827063
1769	0.5317651236
1770	0.5317469106
1771	0.5317238333
1772	0.531702092
1773	0.5316809765
1774	0.5316555255
1775	0.5316372411
1776	0.5316203796
1777	0.5316033518
1778	0.5315853712
1779	0.53157117
1780	0.5315519278
1781	0.5315285251
1782	0.5315072111
1783	0.5314903421
1784	0.5314671582
1785	0.5314496341
1786	0.5314220061
1787	0.531402156
1788	0.5313811473
1789	0.5313660465
1790	0.5313455054
1791	0.5313252236
1792	0.5313024145
1793	0.5312864524
1794	0.5312620907
1795	0.5312588504
1796	0.5312397117
1797	0.5312156082
1798	0.5311963516
1799	0.531175503
1800	0.5311543301
1801	0.5311323273
1802	0.531111664
1803	0.5310883201
1804	0.5310670254
1805	0.5310360443
1806	0.531015183
1807	0.5309932299
1808	0.5309708762
1809	0.5309520198
1810	0.5309330152
1811	0.5309126468
1812	0.5308960644
1813	0.5308808369
1814	0.5308586702
1815	0.5308371558
1816	0.5308208707
1817	0.5307964948
1818	0.5307811016
1819	0.5307666971
1820	0.530748756
1821	0.530727391
1822	0.5307085591
